Region,Country,Year,Category,Brand,Tier 1,Tier 2,Tier 3,Pep (%),Budget (LC),Pep Budget (LC),Bottler Budget (LC),Budget,Pep Budget,Bottler Budget
LAB North,Guatemala,2024,Sport Drinks,Gatorade,STB - Push,Trade Equipment,Vending / Racks,50,216051,106969,109082,27732,13730,14002
LAB North,Guatemala,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Distribution Incentives,50,567917,285341,282576,72899,36627,36272
LAB North,Guatemala,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Sales Incentives,50,90400,44744,45656,11603,5743,5860
LAB North,Guatemala,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Space Investments,50,1317669,676767,640902,169139,86871,82268
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,All Other Working,Other Working - PR execution,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50,3041462,1551317,1490145,390410,199131,191279
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Premiums,50,181778,93120,88658,23333,11953,11380
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,In Store & POS Execution,In-Store & POS Execution,50,3177971,1574100,1603871,407932,202055,205877
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Digital,50,712205,353522,358683,91420,45379,46041
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,OOH - Out Of Home,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Print,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Radio,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,TV,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Sampling,Product Samples,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Sampling,Sampling Execution,50,415323,203333,211990,53311,26100,27211
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sponsorships-in game/ in show,50,1069404,523196,546208,137271,67158,70113
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sports-athlete/team contracts,50,860074,455108,404966,110401,58418,51983
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",50,78265,41024,37241,10046,5265,4781
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Innovation and Insight,Market Research,50,223234,106984,116250,28654,13732,14922
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Other Investments,CDA's,50,1567773,757164,810609,201243,97191,104052
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Other Investments,Price Support,50,2771238,1356846,1414392,355723,174168,181555
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Trade Equipment,Coolers - New,50,3229036,1591591,1637445,414487,204300,210187
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Trade Equipment,Coolers - Refurbished,50,404624,201043,203581,51938,25806,26132
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,50,410263,195672,214591,52662,25116,27546
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Trade Equipment,Vending / Racks,50,73761,36080,37681,9468,4631,4837
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Trade Programs,Distribution Incentives,50,492087,248240,243847,63165,31864,31301
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Trade Programs,Sales Incentives,50,7205,3585,3620,924,460,464
LAB North,Guatemala,2024,RTD Tea,Lipton,STB - Push,Trade Programs,Space Investments,50,505430,255515,249915,64878,32798,32080
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,All Other Working,Other Working - PR execution,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50,1665635,837009,828626,213805,107440,106365
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Premiums,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,In Store & POS Execution,In-Store & POS Execution,50,4498745,2211814,2286931,577470,283914,293556
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Media Placements,Digital,50,459785,228628,231157,59019,29347,29672
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Media Placements,OOH - Out Of Home,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Media Placements,Print,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Media Placements,Radio,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Media Placements,TV,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Sampling,Product Samples,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Sampling,Sampling Execution,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Sponsorships,Sponsorships-in game/ in show,50,204355,101876,102479,26231,13077,13154
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Sponsorships,Sports-athlete/team contracts,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Guatemala,2024,RTD Tea,Lipton,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",50,1803289,884284,919005,231474,113509,117965
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Innovation and Insight,Market Research,50,973224,496479,476745,124925,63729,61196
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Other Investments,CDA's,50,13299532,6797607,6501925,1707162,872558,834604
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Other Investments,Price Support,50,82331485,40473047,41858438,10568285,5195226,5373059
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Trade Equipment,Coolers - New,50,11373206,5560976,5812230,1459894,713821,746073
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Trade Equipment,Coolers - Refurbished,50,1400162,677796,722366,179728,87003,92725
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,50,2893507,1527903,1365604,371418,196125,175293
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Trade Equipment,Vending / Racks,50,1903319,973999,929320,244315,125025,119290
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Trade Programs,Distribution Incentives,50,3469222,1798151,1671071,445318,230815,214503
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Trade Programs,Sales Incentives,50,6947156,3479583,3467573,891755,446648,445107
LAB North,Guatemala,2024,CSD,Pepsi,STB - Push,Trade Programs,Space Investments,50,13380306,6482656,6897650,1717531,832130,885401
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,All Other Working,Other Working - PR execution,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50,62054580,31537492,30517088,7965488,4048235,3917253
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Consumer Promotions,Premiums,50,1135266,582776,552490,145725,74806,70919
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,In Store & POS Execution,In-Store & POS Execution,50,5743545,2744714,2998831,737256,352318,384938
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Media Placements,Digital,50,2997630,1452353,1545277,384783,186427,198356
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Media Placements,OOH - Out Of Home,50,2101575,1008479,1093096,269763,129451,140312
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Media Placements,Print,50,91131,44977,46154,11697,5773,5924
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Media Placements,Radio,50,785899,382040,403859,100880,49039,51841
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Media Placements,TV,50,2140776,1019171,1121605,274795,130823,143972
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Sampling,Product Samples,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Sampling,Sampling Execution,50,3758179,1863058,1895121,482409,239147,243262
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Sponsorships,Sponsorships-in game/ in show,50,17217045,8834937,8382108,2210025,1134075,1075950
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Sponsorships,Sports-athlete/team contracts,50,3521282,1753330,1767952,452001,225062,226939
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Guatemala,2024,CSD,Pepsi,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",50,203098,96904,106194,26070,12438,13632
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Innovation and Insight,Market Research,50,65477,32179,33298,8404,4130,4274
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Other Investments,CDA's,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Other Investments,Price Support,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Trade Equipment,Coolers - New,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Trade Equipment,Coolers - Refurbished,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Trade Equipment,Vending / Racks,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Trade Programs,Distribution Incentives,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Trade Programs,Sales Incentives,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,STB - Push,Trade Programs,Space Investments,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,All Other Working,Other Working - PR execution,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50,31841,15667,16174,4087,2011,2076
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Consumer Promotions,Premiums,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,In Store & POS Execution,In-Store & POS Execution,50,30918,15173,15745,3968,1947,2021
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Media Placements,Digital,50,530777,263572,267205,68131,33832,34299
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Media Placements,OOH - Out Of Home,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Media Placements,Print,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Media Placements,Radio,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Media Placements,TV,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Sampling,Product Samples,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Sampling,Sampling Execution,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Sponsorships,Sponsorships-in game/ in show,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Sponsorships,Sports-athlete/team contracts,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Guatemala,2024,Others,Sabores,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",50,427638,222976,204662,17367,9055,8312
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Innovation and Insight,Market Research,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,STB - Push,Other Investments,CDA's,0,0,0,0,0,0,0
LAB North,HN-CBC,2024,Energy Drinks,AMP,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
